s01-cb.csv(7)	 	 	 	  	 s02-dma.csv(12)	 	 	 	  	 s03-ima-artists.xml(4)	 	 	 	  	 s04-ima-artworks.xml(17)	 	 	 	  	 s05-met.json(14)	 	 	 	  	 s06-npg.json(18)	 	 	 	  	 s07-s-13.json(14)	 	 	 	  	 s08-s-17-edited.xml(6)	 	 	 	  	 s09-s-18-artists.json(4)	 	 	 	  	 s10-s-18-artworks.json(11)	 	 	 	  	 s11-s-19-artists.json(6)	 	 	 	  	 s12-s-19-artworks.json(9)	 	 	 	  	 s13-s-art-institute-of-chicago.xml(10)	 	 	 	  	 s14-s-california-african-american.json(9)	 	 	 	  	 s15-s-detroit-institute-of-art.json(13)	 	 	 	  	 s16-s-hammer.xml(5)	 	 	 	  	 s17-s-houston-museum-of-fine-arts.json(12)	 	 	 	  	 s18-s-indianapolis-artists.xml(5)	 	 	 	  	 s19-s-indianapolis-artworks.xml(17)	 	 	 	  	 s20-s-lacma.xml(9)	 	 	 	  	 s21-s-met.json(28)	 	 	 	  	 s22-s-moca.xml(8)	 	 	 	  	 s23-s-national-portrait-gallery.json(18)	 	 	 	  	 s24-s-norton-simon.json(10)	 	 	 	  	 s25-s-oakland-museum-paintings.json(13)	 	 	 	  	 s26-s-san-francisco-moma.json(14)	 	 	 	  	 s27-s-the-huntington.json(12)	 	 	 	  	 s28-wildlife-art.csv(15)	 	 	 	  	 s29-gilcrease.csv(9)	 	 	 	 
0.6	0.75	0.653	0.86	0.86 	 0.44	0.5	1.065	0.75	0.75 	 1.0	1.0	0.304	1.0	1.0 	 0.65	0.54	1.164	0.76	0.76 	 0.81	0.62	0.947	0.64	0.64 	 0.5	0.38	0.886	0.61	0.61 	 0.63	0.63	1.365	0.79	0.79 	 0.75	0.6	0.228	0.83	0.83 	 0.17	0.25	0.288	0.75	0.75 	 0.79	0.69	0.86	0.73	0.73 	 0.22	0.33	0.271	0.33	0.33 	 0.62	0.67	0.749	0.78	0.78 	 0.92	0.92	0.906	1.0	1.0 	 0.5	0.5	0.763	0.56	0.56 	 0.61	0.65	0.683	0.85	0.85 	 0.75	0.75	0.749	1.0	1.0 	 0.88	0.94	0.721	1.0	1.0 	 0.44	0.67	0.356	0.6	0.6 	 0.71	0.62	0.899	0.71	0.71 	 0.55	0.5	0.938	0.67	0.67 	 0.45	0.24	1.021	0.43	0.43 	 0.5	0.45	0.544	0.75	0.75 	 0.75	0.75	1.069	0.94	0.94 	 0.47	0.54	0.672	0.9	0.9 	 0.75	0.83	0.764	0.92	0.92 	 0.57	0.57	1.269	1.0	1.0 	 0.59	0.67	1.175	0.75	0.75 	 0.65	0.58	0.938	0.6	0.6 	 0.54	0.64	0.909	0.89	0.89
0.6	0.75	0.656	0.86	0.86 	 0.53	0.64	1.067	0.83	0.83 	 1.0	1.0	0.32	1.0	1.0 	 0.65	0.54	1.181	0.76	0.76 	 0.82	0.67	0.621	0.71	0.71 	 0.61	0.46	0.944	0.67	0.67 	 0.63	0.63	1.332	0.79	0.79 	 0.75	0.6	0.22	0.83	0.83 	 0.17	0.25	0.273	0.75	0.75 	 0.79	0.69	0.991	0.73	0.73 	 0.22	0.33	0.266	0.33	0.33 	 0.62	0.67	0.747	0.78	0.78 	 0.92	0.92	0.879	1.0	1.0 	 0.57	0.57	0.876	0.67	0.67 	 0.61	0.65	0.699	0.85	0.85 	 0.75	0.75	0.76	1.0	1.0 	 0.76	0.81	0.795	0.92	0.92 	 1.0	1.0	0.481	1.0	1.0 	 0.73	0.67	1.106	0.76	0.76 	 0.55	0.5	0.972	0.67	0.67 	 0.47	0.24	0.705	0.43	0.43 	 0.73	0.73	0.843	0.88	0.88 	 0.71	0.71	0.854	0.94	0.94 	 0.64	0.69	0.796	1.0	1.0 	 0.7	0.78	0.699	0.92	0.92 	 0.6	0.57	1.248	0.93	0.93 	 0.81	0.87	1.0	0.92	0.92 	 0.59	0.53	0.737	0.6	0.6 	 0.54	0.64	1.031	0.89	0.89
0.6	0.75	0.605	0.86	0.86 	 0.53	0.64	1.069	0.83	0.83 	 1.0	1.0	0.322	1.0	1.0 	 0.65	0.54	1.152	0.76	0.76 	 0.82	0.67	0.97	0.71	0.71 	 0.61	0.46	0.895	0.67	0.67 	 0.63	0.63	1.299	0.79	0.79 	 0.75	0.6	0.223	0.83	0.83 	 0.17	0.25	0.303	0.75	0.75 	 0.79	0.69	0.884	0.73	0.73 	 0.22	0.33	0.282	0.33	0.33 	 0.62	0.67	0.746	0.78	0.78 	 0.92	0.92	0.905	1.0	1.0 	 0.57	0.57	0.783	0.67	0.67 	 0.61	0.65	0.704	0.85	0.85 	 0.75	0.75	0.916	1.0	1.0 	 0.76	0.81	0.773	0.92	0.92 	 1.0	1.0	0.472	1.0	1.0 	 0.73	0.67	1.108	0.76	0.76 	 0.58	0.58	0.953	0.78	0.78 	 0.47	0.24	0.825	0.43	0.43 	 0.73	0.73	0.84	0.88	0.88 	 0.71	0.71	0.883	0.94	0.94 	 0.64	0.69	1.023	1.0	1.0 	 0.7	0.78	0.706	0.92	0.92 	 0.6	0.57	1.264	0.93	0.93 	 0.81	0.87	0.989	0.92	0.92 	 0.59	0.53	0.771	0.6	0.6 	 0.54	0.64	0.903	0.89	0.89
0.6	0.75	0.59	0.86	0.86 	 0.53	0.64	1.245	0.83	0.83 	 1.0	1.0	0.315	1.0	1.0 	 0.65	0.54	1.159	0.76	0.76 	 0.82	0.67	0.619	0.71	0.71 	 0.61	0.46	0.874	0.67	0.67 	 0.63	0.63	1.261	0.79	0.79 	 0.75	0.6	0.22	0.83	0.83 	 0.17	0.25	0.278	0.75	0.75 	 0.85	0.69	0.89	0.73	0.73 	 0.22	0.33	0.311	0.33	0.33 	 0.62	0.67	0.787	0.78	0.78 	 0.92	0.92	0.963	1.0	1.0 	 0.5	0.5	0.681	0.56	0.56 	 0.61	0.65	0.696	0.85	0.85 	 0.75	0.75	0.802	1.0	1.0 	 0.76	0.81	0.778	0.92	0.92 	 1.0	1.0	0.481	1.0	1.0 	 0.73	0.67	1.205	0.76	0.76 	 0.58	0.58	1.209	0.78	0.78 	 0.47	0.24	0.738	0.43	0.43 	 0.73	0.73	0.924	0.88	0.88 	 0.71	0.71	0.87	0.94	0.94 	 0.64	0.69	0.912	1.0	1.0 	 0.7	0.78	0.7	0.92	0.92 	 0.6	0.57	1.246	0.93	0.93 	 0.81	0.87	1.142	0.92	0.92 	 0.59	0.53	0.763	0.6	0.6 	 0.54	0.64	0.955	0.89	0.89
0.56	0.62	0.762	1.0	1.0 	 0.53	0.64	1.308	0.83	0.83 	 1.0	1.0	0.328	1.0	1.0 	 0.68	0.62	1.528	0.76	0.76 	 0.82	0.67	0.632	0.71	0.71 	 0.61	0.46	0.968	0.67	0.67 	 0.63	0.63	1.238	0.79	0.79 	 0.75	0.6	0.253	0.83	0.83 	 0.17	0.25	0.286	0.75	0.75 	 0.85	0.69	0.927	0.73	0.73 	 0.22	0.33	0.321	0.33	0.33 	 0.62	0.67	0.758	0.78	0.78 	 0.92	0.92	0.978	1.0	1.0 	 0.5	0.5	0.948	0.56	0.56 	 0.61	0.65	0.718	0.85	0.85 	 0.75	0.75	0.842	1.0	1.0 	 0.61	0.69	1.096	0.92	0.92 	 1.0	1.0	0.475	1.0	1.0 	 0.73	0.67	1.252	0.76	0.76 	 0.55	0.5	0.955	0.67	0.67 	 0.47	0.24	0.663	0.43	0.43 	 0.73	0.73	0.872	0.88	0.88 	 0.71	0.71	0.87	0.94	0.94 	 0.64	0.69	0.918	1.0	1.0 	 0.7	0.78	0.715	0.92	0.92 	 0.6	0.57	1.254	0.93	0.93 	 0.81	0.87	0.984	0.92	0.92 	 0.59	0.53	0.753	0.6	0.6 	 0.54	0.64	0.953	0.89	0.89
0.56	0.62	0.846	1.0	1.0 	 0.47	0.57	1.169	0.83	0.83 	 1.0	1.0	0.305	1.0	1.0 	 0.73	0.67	1.237	0.76	0.76 	 0.76	0.62	0.592	0.64	0.64 	 0.56	0.42	0.857	0.61	0.61 	 0.63	0.63	1.24	0.79	0.79 	 0.75	0.6	0.259	0.83	0.83 	 0.17	0.25	0.29	0.75	0.75 	 0.85	0.69	1.127	0.73	0.73 	 0.22	0.33	0.292	0.33	0.33 	 0.62	0.67	0.763	0.78	0.78 	 0.92	0.92	0.979	1.0	1.0 	 0.57	0.57	0.875	0.67	0.67 	 0.67	0.71	0.789	0.85	0.85 	 0.75	0.75	0.765	1.0	1.0 	 0.61	0.69	1.075	0.92	0.92 	 1.0	1.0	0.486	1.0	1.0 	 0.73	0.67	1.214	0.76	0.76 	 0.55	0.5	0.941	0.67	0.67 	 0.47	0.24	0.978	0.43	0.43 	 0.73	0.73	1.025	0.88	0.88 	 0.71	0.71	0.882	0.94	0.94 	 0.64	0.69	0.856	1.0	1.0 	 0.7	0.78	0.734	0.92	0.92 	 0.6	0.57	1.255	0.93	0.93 	 0.81	0.87	1.038	0.92	0.92 	 0.59	0.53	0.727	0.6	0.6 	 0.54	0.64	0.977	0.89	0.89
0.56	0.62	0.704	1.0	1.0 	 0.47	0.57	1.126	0.83	0.83 	 1.0	1.0	0.319	1.0	1.0 	 0.73	0.67	1.164	0.76	0.76 	 0.76	0.62	0.585	0.64	0.64 	 0.56	0.42	1.07	0.61	0.61 	 0.63	0.63	1.236	0.79	0.79 	 0.75	0.6	0.252	0.83	0.83 	 0.17	0.25	0.277	0.75	0.75 	 0.85	0.69	1.007	0.73	0.73 	 0.22	0.33	0.328	0.33	0.33 	 0.62	0.67	0.765	0.78	0.78 	 0.92	0.92	0.948	1.0	1.0 	 0.57	0.57	1.064	0.67	0.67 	 0.67	0.71	0.778	0.85	0.85 	 0.75	0.75	0.767	1.0	1.0 	 0.61	0.69	1.077	0.92	0.92 	 1.0	1.0	0.496	1.0	1.0 	 0.73	0.67	1.214	0.76	0.76 	 0.64	0.58	0.914	0.67	0.67 	 0.5	0.24	0.666	0.39	0.39 	 0.73	0.73	0.932	0.88	0.88 	 0.67	0.67	0.867	0.89	0.89 	 0.6	0.69	0.795	1.0	1.0 	 0.68	0.72	0.682	0.92	0.92 	 0.65	0.62	1.266	0.93	0.93 	 1.0	1.0	1.013	1.0	1.0 	 0.56	0.53	0.896	0.6	0.6 	 0.54	0.64	1.305	0.89	0.89
0.56	0.62	0.735	1.0	1.0 	 0.44	0.57	0.904	0.83	0.83 	 1.0	1.0	0.309	1.0	1.0 	 0.73	0.67	0.86	0.76	0.76 	 0.76	0.62	0.816	0.64	0.64 	 0.45	0.38	1.127	0.61	0.61 	 0.63	0.63	0.88	0.79	0.79 	 0.75	0.6	0.263	0.83	0.83 	 0.17	0.25	0.272	0.75	0.75 	 0.85	0.69	1.028	0.73	0.73 	 0.22	0.33	0.332	0.33	0.33 	 0.62	0.67	0.893	0.78	0.78 	 0.92	0.92	0.762	1.0	1.0 	 0.57	0.57	0.651	0.67	0.67 	 0.67	0.71	0.749	0.85	0.85 	 0.75	0.75	0.827	1.0	1.0 	 0.61	0.69	0.852	0.92	0.92 	 1.0	1.0	0.435	1.0	1.0 	 0.73	0.67	1.258	0.76	0.76 	 0.64	0.58	0.886	0.67	0.67 	 0.5	0.24	0.714	0.39	0.39 	 0.73	0.73	0.92	0.88	0.88 	 0.67	0.67	0.886	0.89	0.89 	 0.6	0.69	0.84	1.0	1.0 	 0.68	0.72	0.694	0.92	0.92 	 0.65	0.62	1.262	0.93	0.93 	 1.0	1.0	0.936	1.0	1.0 	 0.56	0.53	0.699	0.6	0.6 	 0.54	0.64	0.95	0.89	0.89
0.67	0.75	0.607	1.0	1.0 	 0.44	0.57	1.098	0.83	0.83 	 1.0	1.0	0.302	1.0	1.0 	 0.73	0.67	0.904	0.76	0.76 	 0.76	0.62	0.775	0.64	0.64 	 0.48	0.42	0.933	0.67	0.67 	 0.68	0.68	0.923	0.86	0.86 	 0.7	0.7	0.974	0.83	0.83 	 0.14	0.25	0.276	0.25	0.25 	 0.79	0.69	0.93	0.73	0.73 	 0.22	0.33	0.315	0.33	0.33 	 0.62	0.67	0.917	0.78	0.78 	 0.92	0.92	0.798	1.0	1.0 	 0.67	0.57	0.722	0.56	0.56 	 0.67	0.71	0.741	0.85	0.85 	 0.75	0.75	0.821	1.0	1.0 	 0.71	0.75	0.902	0.92	0.92 	 1.0	1.0	0.441	1.0	1.0 	 0.73	0.67	0.925	0.76	0.76 	 0.64	0.58	0.882	0.67	0.67 	 0.55	0.3	0.719	0.46	0.46 	 0.73	0.73	0.834	0.88	0.88 	 0.67	0.67	0.769	0.89	0.89 	 0.67	0.77	1.104	1.0	1.0 	 0.68	0.72	0.794	0.92	0.92 	 0.61	0.67	0.845	0.93	0.93 	 1.0	1.0	0.95	1.0	1.0 	 0.39	0.37	0.592	0.6	0.6 	 0.54	0.64	1.24	0.89	0.89
0.78	0.88	0.947	0.86	0.86 	 0.44	0.57	1.038	0.83	0.83 	 1.0	1.0	0.352	1.0	1.0 	 0.76	0.79	1.095	0.82	0.82 	 0.76	0.62	0.846	0.64	0.64 	 0.67	0.67	1.032	0.89	0.89 	 0.74	0.74	0.878	0.86	0.86 	 0.7	0.7	1.005	0.83	0.83 	 0.14	0.25	0.318	0.25	0.25 	 0.79	0.69	1.002	0.73	0.73 	 0.22	0.33	0.33	0.33	0.33 	 0.62	0.67	0.854	0.78	0.78 	 0.92	0.92	0.751	1.0	1.0 	 0.67	0.57	0.988	0.67	0.67 	 0.67	0.71	0.78	0.85	0.85 	 0.75	0.75	0.818	1.0	1.0 	 0.76	0.81	0.77	0.83	0.83 	 1.0	1.0	0.394	1.0	1.0 	 0.7	0.67	0.955	0.76	0.76 	 0.64	0.58	0.878	0.67	0.67 	 0.55	0.3	0.704	0.46	0.46 	 0.73	0.73	0.807	0.88	0.88 	 0.67	0.67	0.768	0.89	0.89 	 0.67	0.77	1.012	1.0	1.0 	 0.74	0.78	0.818	0.92	0.92 	 0.67	0.67	1.133	0.86	0.86 	 0.88	0.93	0.977	0.92	0.92 	 0.33	0.32	0.579	0.6	0.6 	 0.58	0.64	0.727	0.89	0.89
0.56	0.62	0.733	1.0	1.0 	 0.56	0.64	0.66	0.92	0.92 	 1.0	1.0	0.411	1.0	1.0 	 0.7	0.67	1.257	0.76	0.76 	 0.76	0.62	1.166	0.64	0.64 	 0.67	0.67	1.261	0.89	0.89 	 0.63	0.63	0.954	0.79	0.79 	 0.67	0.6	0.472	0.83	0.83 	 0.14	0.25	0.277	0.25	0.25 	 0.8	0.75	1.073	0.82	0.82 	 0.22	0.33	0.324	0.33	0.33 	 0.69	0.75	0.873	0.78	0.78 	 0.92	0.92	0.824	1.0	1.0 	 0.77	0.71	0.859	0.78	0.78 	 0.65	0.65	0.766	0.85	0.85 	 0.75	0.75	0.84	1.0	1.0 	 0.76	0.81	0.798	0.92	0.92 	 1.0	1.0	0.441	1.0	1.0 	 0.7	0.67	0.966	0.76	0.76 	 0.58	0.58	0.859	0.67	0.67 	 0.55	0.3	0.705	0.46	0.46 	 0.82	0.82	0.843	0.88	0.88 	 0.67	0.67	0.769	0.89	0.89 	 0.67	0.77	0.886	1.0	1.0 	 0.79	0.83	0.81	0.92	0.92 	 0.67	0.67	1.176	0.86	0.86 	 0.88	0.93	0.995	0.92	0.92 	 0.33	0.32	0.607	0.53	0.53 	 0.58	0.64	0.653	0.89	0.89
0.56	0.62	0.928	1.0	1.0 	 0.62	0.71	0.593	0.92	0.92 	 1.0	1.0	0.345	1.0	1.0 	 0.7	0.67	1.377	0.76	0.76 	 0.76	0.62	0.814	0.64	0.64 	 0.67	0.67	0.907	0.89	0.89 	 0.65	0.68	0.986	0.86	0.86 	 0.67	0.6	0.512	0.83	0.83 	 0.14	0.25	0.282	0.25	0.25 	 0.8	0.75	0.936	0.82	0.82 	 0.22	0.33	0.366	0.33	0.33 	 0.69	0.75	0.85	0.78	0.78 	 0.92	0.92	0.811	1.0	1.0 	 0.77	0.71	0.791	0.78	0.78 	 0.65	0.65	0.791	0.85	0.85 	 0.75	0.75	0.835	1.0	1.0 	 0.76	0.81	0.77	0.92	0.92 	 1.0	1.0	0.425	1.0	1.0 	 0.7	0.67	1.109	0.76	0.76 	 0.58	0.58	0.852	0.67	0.67 	 0.55	0.3	0.706	0.46	0.46 	 0.82	0.82	0.836	0.88	0.88 	 0.67	0.67	0.764	0.89	0.89 	 0.67	0.77	0.8	1.0	1.0 	 0.84	0.89	0.808	0.92	0.92 	 0.67	0.67	1.082	0.86	0.86 	 0.88	0.93	1.05	0.92	0.92 	 0.5	0.47	1.155	0.67	0.67 	 0.58	0.64	0.897	0.89	0.89
0.67	0.75	0.632	1.0	1.0 	 0.56	0.64	0.649	0.92	0.92 	 1.0	1.0	0.334	1.0	1.0 	 0.7	0.67	1.084	0.76	0.76 	 0.76	0.62	0.908	0.64	0.64 	 0.78	0.75	1.3	0.89	0.89 	 0.8	0.84	0.928	1.0	1.0 	 0.67	0.6	0.521	0.83	0.83 	 0.14	0.25	0.29	0.25	0.25 	 0.75	0.75	0.892	0.82	0.82 	 0.22	0.33	0.344	0.33	0.33 	 0.69	0.75	0.912	0.78	0.78 	 0.92	0.92	0.763	1.0	1.0 	 0.77	0.71	1.231	0.78	0.78 	 0.65	0.65	0.804	0.85	0.85 	 0.88	0.88	0.84	1.0	1.0 	 0.88	0.88	0.832	0.92	0.92 	 1.0	1.0	0.426	1.0	1.0 	 0.7	0.67	1.12	0.76	0.76 	 0.58	0.58	0.836	0.67	0.67 	 0.5	0.27	0.897	0.46	0.46 	 0.82	0.82	0.82	0.88	0.88 	 0.78	0.75	0.715	0.89	0.89 	 0.92	0.92	0.783	1.0	1.0 	 0.74	0.78	0.799	0.92	0.92 	 0.62	0.62	0.961	0.86	0.86 	 0.88	0.93	0.947	0.92	0.92 	 0.39	0.37	0.515	0.67	0.67 	 0.62	0.73	0.626	1.0	1.0
0.67	0.75	0.564	0.86	0.86 	 0.56	0.64	0.883	0.92	0.92 	 1.0	1.0	0.344	1.0	1.0 	 0.7	0.67	1.156	0.76	0.76 	 0.76	0.62	0.96	0.64	0.64 	 0.78	0.75	0.898	0.89	0.89 	 0.8	0.84	0.883	1.0	1.0 	 0.7	0.7	1.033	0.83	0.83 	 0.14	0.25	0.296	0.25	0.25 	 0.75	0.75	0.799	0.82	0.82 	 0.22	0.33	0.362	0.33	0.33 	 0.69	0.75	0.927	0.78	0.78 	 0.92	0.92	0.84	1.0	1.0 	 0.77	0.71	1.12	0.78	0.78 	 0.65	0.65	0.802	0.85	0.85 	 0.88	0.88	0.843	1.0	1.0 	 0.88	0.88	0.828	0.92	0.92 	 1.0	1.0	0.42	1.0	1.0 	 0.7	0.67	1.152	0.76	0.76 	 0.75	0.75	0.95	0.78	0.78 	 0.48	0.27	1.157	0.46	0.46 	 0.82	0.82	0.851	0.88	0.88 	 0.78	0.75	0.721	0.89	0.89 	 0.92	0.92	0.848	1.0	1.0 	 0.68	0.72	0.787	0.92	0.92 	 0.62	0.62	1.016	0.86	0.86 	 0.75	0.8	0.901	0.92	0.92 	 0.47	0.47	0.676	0.73	0.73 	 0.69	0.82	0.58	1.0	1.0
0.67	0.75	0.621	0.86	0.86 	 0.62	0.71	0.553	0.92	0.92 	 1.0	1.0	0.331	1.0	1.0 	 0.7	0.67	1.066	0.76	0.76 	 0.76	0.62	0.974	0.64	0.64 	 0.78	0.75	0.884	0.89	0.89 	 0.8	0.84	0.984	1.0	1.0 	 0.7	0.7	1.049	0.83	0.83 	 0.14	0.25	0.286	0.25	0.25 	 0.75	0.75	0.858	0.82	0.82 	 0.22	0.33	0.329	0.33	0.33 	 0.69	0.75	0.876	0.78	0.78 	 0.92	0.92	0.766	1.0	1.0 	 0.77	0.71	1.099	0.78	0.78 	 0.65	0.65	0.787	0.85	0.85 	 0.88	0.88	0.82	1.0	1.0 	 0.88	0.88	0.872	0.92	0.92 	 1.0	1.0	0.461	1.0	1.0 	 0.7	0.67	1.137	0.76	0.76 	 0.75	0.75	0.954	0.78	0.78 	 0.5	0.27	0.909	0.46	0.46 	 0.82	0.82	0.872	0.88	0.88 	 0.78	0.75	0.758	0.89	0.89 	 0.92	0.92	1.662	1.0	1.0 	 0.79	0.83	0.752	0.92	0.92 	 0.67	0.67	1.195	0.86	0.86 	 0.75	0.8	1.352	0.92	0.92 	 0.42	0.42	0.73	0.53	0.53 	 0.69	0.82	0.483	1.0	1.0
0.67	0.75	0.58	0.86	0.86 	 0.56	0.64	0.636	0.92	0.92 	 1.0	1.0	0.566	1.0	1.0 	 0.7	0.67	1.54	0.76	0.76 	 0.76	0.62	0.961	0.64	0.64 	 0.78	0.75	0.882	0.89	0.89 	 0.8	0.84	0.918	1.0	1.0 	 0.7	0.7	1.0	0.83	0.83 	 0.14	0.25	0.271	0.25	0.25 	 0.75	0.75	1.035	0.82	0.82 	 0.22	0.33	0.328	0.33	0.33 	 0.69	0.75	0.942	0.78	0.78 	 0.92	0.92	0.792	1.0	1.0 	 0.77	0.71	1.097	0.78	0.78 	 0.65	0.65	0.754	0.85	0.85 	 0.88	0.88	0.817	1.0	1.0 	 0.81	0.81	0.914	0.83	0.83 	 1.0	1.0	0.452	1.0	1.0 	 0.7	0.67	1.162	0.76	0.76 	 0.75	0.75	0.979	0.78	0.78 	 0.5	0.27	0.949	0.46	0.46 	 0.82	0.82	0.834	0.88	0.88 	 0.78	0.75	0.75	0.89	0.89 	 0.92	0.92	0.798	1.0	1.0 	 0.79	0.83	0.778	0.92	0.92 	 0.62	0.62	1.031	0.86	0.86 	 0.75	0.8	1.364	0.92	0.92 	 0.42	0.42	0.556	0.53	0.53 	 0.69	0.82	0.619	1.0	1.0
